Event Category,Gender,medal_type,country_name,country_code,athlete_full_name,Scored Unit,Scoring Type,game_season,game_year,game_location,game_name,Age,Year of Birth
Men's 5000m,Man,GOLD,Netherlands,NL,Sven KRAMER,06:17.0,TIME,Winter,2022,China,Beijing 2022,38,1986
Men's 5000m,Man,GOLD,Netherlands,NL,Sven KRAMER,06:17.0,TIME,Winter,2022,China,Beijing 2022,38,1986
Men's 5000m,Man,SILVER,Netherlands,NL,Sven KRAMER,06:17.0,TIME,Winter,2022,China,Beijing 2022,38,1986
Men's 5000m,Man,GOLD,Netherlands,NL,Sven KRAMER,06:17.0,TIME,Winter,2022,China,Beijing 2022,38,1986
Women's 1000m,Woman,SILVER,Netherlands,NL,Suzanne SCHULTING,01:27.2,TIME,Winter,2022,China,Beijing 2022,27,1997
Women's 1000m,Woman,GOLD,Netherlands,NL,Suzanne SCHULTING,01:27.2,TIME,Winter,2022,China,Beijing 2022,27,1997
Women's 1000m,Woman,BRONZE,Netherlands,NL,Suzanne SCHULTING,01:27.2,TIME,Winter,2022,China,Beijing 2022,27,1997
Women's 1000m,Woman,GOLD,Netherlands,NL,Suzanne SCHULTING,01:27.2,TIME,Winter,2022,China,Beijing 2022,27,1997
Women's 1500m,Woman,SILVER,Netherlands,NL,Suzanne SCHULTING,02:19.1,TIME,Winter,2022,China,Beijing 2022,27,1997
Women's 1500m,Woman,GOLD,Netherlands,NL,Suzanne SCHULTING,02:19.1,TIME,Winter,2022,China,Beijing 2022,27,1997
Women's 1500m,Woman,BRONZE,Netherlands,NL,Suzanne SCHULTING,02:19.1,TIME,Winter,2022,China,Beijing 2022,27,1997
Women's 1500m,Woman,GOLD,Netherlands,NL,Suzanne SCHULTING,02:19.1,TIME,Winter,2022,China,Beijing 2022,27,1997
Women's Freestyle 62kg,Woman,BRONZE,Bulgaria,BG,Taybe Mustafa YUSEIN,NULL,NULL,Summer,2020,Japan,Tokyo 2020,33,1991
Men's 1500m,Man,SILVER,Netherlands,NL,Thomas KROL,01:44.4,TIME,Winter,2022,China,Beijing 2022,32,1992
Men's 1500m,Man,GOLD,Netherlands,NL,Thomas KROL,01:44.4,TIME,Winter,2022,China,Beijing 2022,32,1992
Men's 500m,Man,SILVER,Netherlands,NL,Thomas KROL,35060,TIME,Winter,2022,China,Beijing 2022,32,1992
Men's 500m,Man,GOLD,Netherlands,NL,Thomas KROL,35060,TIME,Winter,2022,China,Beijing 2022,32,1992
Men's 20km Individual,Man,GOLD,France,FR,Quentin FILLON MAILLET,48:47.4,TIME,Winter,2022,China,Beijing 2022,32,1992
Men's 20km Individual,Man,SILVER,France,FR,Quentin FILLON MAILLET,48:47.4,TIME,Winter,2022,China,Beijing 2022,32,1992
Men's Slalom,Man,SILVER,Switzerland,CH,Ramon ZENHAEUSERN,01:45.4,TIME,Winter,2022,China,Beijing 2022,32,1992
Men's Floor Exercise,Man,SILVER,Spain,ES,Rayderley Miguel ZAPATA,15.041,POINTS,Summer,2020,Japan,Tokyo 2020,31,1993
Women's Street,Woman,SILVER,Brazil,BR,Rayssa LEAL,NULL,NULL,Summer,2020,Japan,Tokyo 2020,16,2008
Men's Sprint Free,Man,BRONZE,France,FR,Richard JOUVE,NULL,NULL,Winter,2022,China,Beijing 2022,30,1994
Men's 15km Classic,Man,BRONZE,France,FR,Richard JOUVE,41:57.3,TIME,Winter,2022,China,Beijing 2022,30,1994
Men's Greco-Roman 130kg,Man,BRONZE,Turkey,TR,Riza KAYAALP,NULL,NULL,Summer,2020,Japan,Tokyo 2020,35,1989
Men's Greco-Roman 130kg,Man,SILVER,Turkey,TR,Riza KAYAALP,NULL,NULL,Summer,2020,Japan,Tokyo 2020,35,1989
Men's Greco-Roman 130kg,Man,BRONZE,Turkey,TR,Riza KAYAALP,NULL,NULL,Summer,2020,Japan,Tokyo 2020,35,1989
Men's Individual Time Trial,Man,BRONZE,Australia,AU,Rohan DENNIS,NULL,NULL,Summer,2020,Japan,Tokyo 2020,34,1990
Men's Ã‰pÃ©e Individual,Man,GOLD,France,FR,Romain CANNONE,NULL,NULL,Summer,2020,Japan,Tokyo 2020,27,1997
Women +78 kg,Woman,BRONZE,France,FR,Romane DICKO,NULL,NULL,Summer,2020,Japan,Tokyo 2020,25,1999
Women's Shot Put,Woman,SILVER,New Zealand,NZ,Valerie ADAMS,18.83,DISTANCE,Summer,2020,Japan,Tokyo 2020,40,1984
Women's Floor Exercise,Woman,SILVER,Italy,IT,Vanessa FERRARI,14.166,POINTS,Summer,2020,Japan,Tokyo 2020,34,1990
Men -100 kg,Man,SILVER,Georgia,GE,Varlam LIPARTELIANI,NULL,NULL,Summer,2020,Japan,Tokyo 2020,35,1989
Women's Individual,Woman,BRONZE,Great Britain,GB,Vicky HOLLAND,NULL,NULL,Summer,2020,Japan,Tokyo 2020,38,1986
Men's Greco-Roman 87kg,Man,SILVER,Hungary,HU,Viktor LORINCZ,10,POINTS,Summer,2020,Japan,Tokyo 2020,34,1990
Women's 49kg,Woman,BRONZE,Indonesia,ID,Windy Cantika AISAH,194,WEIGHT,Summer,2020,Japan,Tokyo 2020,22,2002
Men's Hammer Throw,Man,GOLD,Poland,PL,Wojciech NOWICKI,NULL,NULL,Summer,2020,Japan,Tokyo 2020,35,1989
Men's Hammer Throw,Man,BRONZE,Poland,PL,Wojciech NOWICKI,NULL,NULL,Summer,2020,Japan,Tokyo 2020,35,1989
Women's Park,Woman,SILVER,People's Republic of China,CN,Xin ZHANG,NULL,NULL,Summer,2020,Japan,Tokyo 2020,26,1998
Women's Park,Woman,SILVER,People's Republic of China,CN,Xin ZHANG,NULL,NULL,Summer,2020,Japan,Tokyo 2020,39,1985
Men's Rings,Man,GOLD,People's Republic of China,CN,Yang LIU,15.3,POINTS,Summer,2020,Japan,Tokyo 2020,30,1994
Women's Ã‰pÃ©e Individual,Woman,BRONZE,People's Republic of China,CN,Yiwen SUN,NULL,NULL,Summer,2020,Japan,Tokyo 2020,32,1992
Women's Ã‰pÃ©e Individual,Woman,GOLD,People's Republic of China,CN,Yiwen SUN,NULL,NULL,Summer,2020,Japan,Tokyo 2020,32,1992
Men's 1000m,Man,SILVER,Netherlands,NL,Thomas KROL,01:08.0,TIME,Winter,2022,China,Beijing 2022,32,1992
Men's 1000m,Man,GOLD,Netherlands,NL,Thomas KROL,01:08.0,TIME,Winter,2022,China,Beijing 2022,32,1992
Men -80kg,Man,BRONZE,Croatia,HR,Toni KANAET,NULL,NULL,Summer,2020,Japan,Tokyo 2020,29,1995
Men -73 kg,Man,BRONZE,Mongolia,MN,Tsogtbaatar TSEND-OCHIR,NULL,NULL,Summer,2020,Japan,Tokyo 2020,28,1996
Women's Singles,Woman,SILVER,Chinese Taipei,TW,Tzu Ying TAI,NULL,NULL,Summer,2020,Japan,Tokyo 2020,30,1994
Women -48 kg,Woman,BRONZE,Mongolia,MN,Urantsetseg MUNKHBAT,NULL,NULL,Summer,2020,Japan,Tokyo 2020,34,1990
Women's Discus Throw,Woman,GOLD,United States of America,US,Valarie ALLMAN,66.42,DISTANCE,Summer,2020,Japan,Tokyo 2020,29,1995
25m Pistol Women,Woman,GOLD,ROC,ROC,Vitalina BATSARASHKINA,NULL,NULL,Summer,2020,Japan,Tokyo 2020,28,1996
25m Pistol Women,Woman,GOLD,ROC,ROC,Vitalina BATSARASHKINA,NULL,NULL,Summer,2020,Japan,Tokyo 2020,28,1996
25m Pistol Women,Woman,SILVER,ROC,ROC,Vitalina BATSARASHKINA,NULL,NULL,Summer,2020,Japan,Tokyo 2020,28,1996
25m Pistol Women,Woman,SILVER,ROC,ROC,Vitalina BATSARASHKINA,NULL,NULL,Summer,2020,Japan,Tokyo 2020,28,1996
10m Air Pistol women,Woman,GOLD,ROC,ROC,Vitalina BATSARASHKINA,NULL,NULL,Summer,2020,Japan,Tokyo 2020,28,1996
10m Air Pistol women,Woman,GOLD,ROC,ROC,Vitalina BATSARASHKINA,NULL,NULL,Summer,2020,Japan,Tokyo 2020,28,1996
10m Air Pistol women,Woman,SILVER,ROC,ROC,Vitalina BATSARASHKINA,NULL,NULL,Summer,2020,Japan,Tokyo 2020,28,1996
Men's 500m,Man,GOLD,People's Republic of China,CN,Tingyu GAO,34320,TIME,Winter,2022,China,Beijing 2022,27,1997
Women's 30km Mass Start Free,Woman,GOLD,Germany,DE,Victoria CARL,30:08.4,TIME,Winter,2022,China,Beijing 2022,29,1995
Women's Sprint Free,Woman,GOLD,Germany,DE,Victoria CARL,NULL,NULL,Winter,2022,China,Beijing 2022,29,1995
Men's 10m Platform,Man,BRONZE,ROC,ROC,Viktor MINIBAEV,NULL,NULL,Summer,2020,Japan,Tokyo 2020,33,1991
10m Air Rifle Men,Not Stated,GOLD,United States of America,US,William SHANER,NULL,NULL,Summer,2020,Japan,Tokyo 2020,23,2001
Men's Road Race,Man,SILVER,Belgium,BE,Wout VAN AERT,NULL,NULL,Summer,2020,Japan,Tokyo 2020,30,1994
Men's Individual Time Trial,Man,SILVER,Belgium,BE,Wout VAN AERT,NULL,NULL,Summer,2020,Japan,Tokyo 2020,30,1994
Women's Discus Throw,Woman,BRONZE,Cuba,CU,Yaime PEREZ,63.18,DISTANCE,Summer,2020,Japan,Tokyo 2020,33,1991
Men's Triple Jump,Man,SILVER,People's Republic of China,CN,Yaming ZHU,17.11,DISTANCE,Summer,2020,Japan,Tokyo 2020,30,1994
Women's Freestyle 50kg,Woman,SILVER,People's Republic of China,CN,Yanan SUN,9,POINTS,Summer,2020,Japan,Tokyo 2020,32,1992
Women's Freestyle 50kg,Woman,BRONZE,People's Republic of China,CN,Yanan SUN,9,POINTS,Summer,2020,Japan,Tokyo 2020,32,1992
Women's High Jump,Woman,BRONZE,Ukraine,UA,Yaroslava MAHUCHIKH,1.95,DISTANCE,Summer,2020,Japan,Tokyo 2020,NULL,NULL
50m Rifle 3 Positions women,Woman,SILVER,ROC,ROC,Yulia ZYKOVA,NULL,NULL,Summer,2020,Japan,Tokyo 2020,29,1995
Men's Giant Slalom,Man,SILVER,United States of America,US,Ryan COCHRAN-SIEGLE,NULL,IRM,Winter,2022,China,Beijing 2022,32,1992
Men's Downhill,Man,SILVER,United States of America,US,Ryan COCHRAN-SIEGLE,01:44.0,TIME,Winter,2022,China,Beijing 2022,32,1992
Men's Super-G,Man,SILVER,United States of America,US,Ryan COCHRAN-SIEGLE,01:20.0,TIME,Winter,2022,China,Beijing 2022,32,1992
Men's Shot Put,Man,GOLD,United States of America,US,Ryan CROUSER,22.05,DISTANCE,Summer,2020,Japan,Tokyo 2020,32,1992
Men's Shot Put,Man,GOLD,United States of America,US,Ryan CROUSER,22.05,DISTANCE,Summer,2020,Japan,Tokyo 2020,32,1992
Men's NH Individual,Man,GOLD,Japan,JP,Ryoyu KOBAYASHI,275,POINTS,Winter,2022,China,Beijing 2022,28,1996
Men's NH Individual,Man,SILVER,Japan,JP,Ryoyu KOBAYASHI,275,POINTS,Winter,2022,China,Beijing 2022,28,1996
Men's LH Individual,Man,GOLD,Japan,JP,Ryoyu KOBAYASHI,292.8,POINTS,Winter,2022,China,Beijing 2022,28,1996
Men's LH Individual,Man,SILVER,Japan,JP,Ryoyu KOBAYASHI,292.8,POINTS,Winter,2022,China,Beijing 2022,28,1996
Men -80kg,Man,SILVER,Jordan,JO,Saleh ELSHARABATY,NULL,NULL,Summer,2020,Japan,Tokyo 2020,26,1998
Women's Marathon,Woman,SILVER,United States of America,US,Sally Jepkosgei KIPYEGO,NULL,NULL,Summer,2020,Japan,Tokyo 2020,39,1985
Women's 20km Race Walk,Woman,SILVER,Colombia,CO,Sandra ARENAS,NULL,NULL,Summer,2020,Japan,Tokyo 2020,31,1993
Women's Keirin,Woman,GOLD,People's Republic of China,CN,Shanju BAO,NULL,NULL,Summer,2020,Japan,Tokyo 2020,27,1997
Women's Sprint,Woman,GOLD,People's Republic of China,CN,Shanju BAO,NULL,NULL,Summer,2020,Japan,Tokyo 2020,27,1997
Men's Greco-Roman 77kg,Man,BRONZE,Japan,JP,Shohei YABIKU,NULL,NULL,Summer,2020,Japan,Tokyo 2020,29,1995
Men Single Skating,Man,SILVER,Japan,JP,Shoma UNO,293,POINTS,Winter,2022,China,Beijing 2022,27,1997
Men Single Skating,Man,BRONZE,Japan,JP,Shoma UNO,293,POINTS,Winter,2022,China,Beijing 2022,27,1997
Men -68kg,Man,BRONZE,People's Republic of China,CN,Shuai ZHAO,NULL,NULL,Summer,2020,Japan,Tokyo 2020,29,1995
Men -68kg,Man,GOLD,People's Republic of China,CN,Shuai ZHAO,NULL,NULL,Summer,2020,Japan,Tokyo 2020,29,1995
Women's Sabre Individual,Woman,GOLD,ROC,ROC,Sofia POZDNIAKOVA,NULL,NULL,Summer,2020,Japan,Tokyo 2020,27,1997
Men's Freestyle 125kg,Man,GOLD,Turkey,TR,Taha AKGUL,NULL,NULL,Summer,2020,Japan,Tokyo 2020,34,1990
Men's Freestyle 125kg,Man,BRONZE,Turkey,TR,Taha AKGUL,NULL,NULL,Summer,2020,Japan,Tokyo 2020,34,1990
Men's Individual,Man,BRONZE,Japan,JP,Takaharu FURUKAWA,NULL,NULL,Summer,2020,Japan,Tokyo 2020,40,1984
Men's Individual,Man,SILVER,Japan,JP,Takaharu FURUKAWA,NULL,NULL,Summer,2020,Japan,Tokyo 2020,40,1984
Men +100 kg,Man,GOLD,France,FR,Teddy RINER,NULL,NULL,Summer,2020,Japan,Tokyo 2020,35,1989
Men +100 kg,Man,GOLD,France,FR,Teddy RINER,NULL,NULL,Summer,2020,Japan,Tokyo 2020,35,1989
10m Air Pistol women,Woman,SILVER,ROC,ROC,Vitalina BATSARASHKINA,NULL,NULL,Summer,2020,Japan,Tokyo 2020,28,1996
Men's Individual,Man,BRONZE,Republic of Korea,KR,Woongtae JUN,1470,POINTS,Summer,2020,Japan,Tokyo 2020,29,1995
Men's 400m Hurdles,Man,BRONZE,Turkey,TR,Yasmani COPELLO,49000,TIME,Summer,2020,Japan,Tokyo 2020,37,1987
Women's Singles,Woman,GOLD,People's Republic of China,CN,Yu Fei CHEN,NULL,NULL,Summer,2020,Japan,Tokyo 2020,26,1998
Women's Omnium,Woman,SILVER,Japan,JP,Yumi KAJIHARA,110,POINTS,Summer,2020,Japan,Tokyo 2020,27,1997
Men's 20km Race Walk,Man,SILVER,People's Republic of China,CN,Zelin CAI,NULL,NULL,Summer,2020,Japan,Tokyo 2020,33,1991
Men's 73kg,Man,GOLD,People's Republic of China,CN,Zhiyong SHI,NULL,NULL,Summer,2020,Japan,Tokyo 2020,31,1993
Men's 73kg,Man,GOLD,People's Republic of China,CN,Zhiyong SHI,NULL,NULL,Summer,2020,Japan,Tokyo 2020,31,1993
Men's 73kg,Man,GOLD,People's Republic of China,CN,Zhiyong SHI,NULL,NULL,Summer,2020,Japan,Tokyo 2020,31,1993
Men's 73kg,Man,GOLD,People's Republic of China,CN,Zhiyong SHI,NULL,NULL,Summer,2020,Japan,Tokyo 2020,44,1980
Men's 73kg,Man,GOLD,People's Republic of China,CN,Zhiyong SHI,NULL,NULL,Summer,2020,Japan,Tokyo 2020,44,1980
Men's 73kg,Man,GOLD,People's Republic of China,CN,Zhiyong SHI,NULL,NULL,Summer,2020,Japan,Tokyo 2020,44,1980
Trap women,Woman,SILVER,Slovakia,SK,Zuzana STEFECEKOVA,NULL,NULL,Summer,2020,Japan,Tokyo 2020,40,1984
Women's 87kg,Woman,SILVER,Ecuador,EC,Tamara Yajaira SALAZAR ARCE,263,WEIGHT,Summer,2020,Japan,Tokyo 2020,27,1997
Women's Singles,Woman,BRONZE,ROC,ROC,Tatyana IVANOVA,03:55.4,TIME,Winter,2022,China,Beijing 2022,33,1991
RS:X Men,Not Stated,SILVER,France,FR,Thomas GOYARD,74,POINTS,Summer,2020,Japan,Tokyo 2020,32,1992
Men's Freestyle 57kg,Man,BRONZE,United States of America,US,Thomas Patrick GILMAN,NULL,NULL,Summer,2020,Japan,Tokyo 2020,30,1994
Women -49kg,Woman,SILVER,Serbia,RS,Tijana BOGDANOVIC,NULL,NULL,Summer,2020,Japan,Tokyo 2020,26,1998
Women -49kg,Woman,BRONZE,Serbia,RS,Tijana BOGDANOVIC,NULL,NULL,Summer,2020,Japan,Tokyo 2020,26,1998
Men's Shot Put,Man,BRONZE,New Zealand,NZ,Tomas WALSH,21.49,DISTANCE,Summer,2020,Japan,Tokyo 2020,32,1992
Men's Shot Put,Man,BRONZE,New Zealand,NZ,Tomas WALSH,21.49,DISTANCE,Summer,2020,Japan,Tokyo 2020,32,1992
Laser Men,Not Stated,SILVER,Croatia,HR,Tonci STIPANOVIC,82,POINTS,Summer,2020,Japan,Tokyo 2020,38,1986
Laser Men,Not Stated,SILVER,Croatia,HR,Tonci STIPANOVIC,82,POINTS,Summer,2020,Japan,Tokyo 2020,38,1986
Men's 20km Race Walk,Man,BRONZE,Japan,JP,Toshikazu YAMANISHI,NULL,NULL,Summer,2020,Japan,Tokyo 2020,28,1996
Women -57 kg,Woman,BRONZE,Japan,JP,Tsukasa YOSHIDA,NULL,NULL,Summer,2020,Japan,Tokyo 2020,29,1995
Men -58kg,Man,GOLD,Italy,IT,Vito DELL'AQUILA,NULL,NULL,Summer,2020,Japan,Tokyo 2020,24,2000
Women's Sprint,Woman,BRONZE,"Hong Kong, China",HK,Wai Sze LEE,NULL,NULL,Summer,2020,Japan,Tokyo 2020,37,1987
Men Single Skating,Man,SILVER,Japan,JP,Yuma KAGIYAMA,310.05,POINTS,Winter,2022,China,Beijing 2022,21,2003
Men Single Skating,Man,GOLD,Japan,JP,Yuzuru HANYU,283.21,POINTS,Winter,2022,China,Beijing 2022,30,1994
Men Single Skating,Man,GOLD,Japan,JP,Yuzuru HANYU,283.21,POINTS,Winter,2022,China,Beijing 2022,30,1994
Men's Freestyle 74kg,Man,GOLD,ROC,ROC,Zaurbek SIDAKOV,NULL,NULL,Summer,2020,Japan,Tokyo 2020,28,1996
Women's 87kg,Woman,GOLD,People's Republic of China,CN,Zhouyu WANG,270,WEIGHT,Summer,2020,Japan,Tokyo 2020,30,1994
Men's Aerials,Man,BRONZE,People's Republic of China,CN,Zongyang JIA,125.67,POINTS,Winter,2022,China,Beijing 2022,33,1991
Men's Aerials,Man,SILVER,People's Republic of China,CN,Zongyang JIA,125.67,POINTS,Winter,2022,China,Beijing 2022,33,1991
Trap women,Woman,GOLD,Slovakia,SK,Zuzana STEFECEKOVA,NULL,NULL,Summer,2020,Japan,Tokyo 2020,40,1984
Trap women,Woman,SILVER,Slovakia,SK,Zuzana STEFECEKOVA,NULL,NULL,Summer,2020,Japan,Tokyo 2020,40,1984
Men +100 kg,Man,BRONZE,France,FR,Teddy RINER,NULL,NULL,Summer,2020,Japan,Tokyo 2020,35,1989
Men +100 kg,Man,BRONZE,France,FR,Teddy RINER,NULL,NULL,Summer,2020,Japan,Tokyo 2020,35,1989
Men's 10m Platform,Man,BRONZE,Great Britain,GB,Thomas DALEY,NULL,NULL,Summer,2020,Japan,Tokyo 2020,30,1994
Men's 10m Platform,Man,GOLD,Great Britain,GB,Thomas DALEY,NULL,NULL,Summer,2020,Japan,Tokyo 2020,30,1994
Men's 10m Platform,Man,BRONZE,Great Britain,GB,Thomas DALEY,NULL,NULL,Summer,2020,Japan,Tokyo 2020,30,1994
Men's 10m Platform,Man,BRONZE,Great Britain,GB,Thomas DALEY,NULL,NULL,Summer,2020,Japan,Tokyo 2020,30,1994
Men's Parallel Giant Slalom,Man,SILVER,Slovenia,SI,Tim MASTNAK,NULL,NULL,Winter,2022,China,Beijing 2022,33,1991
Men's Road Race,Man,SILVER,Netherlands,NL,Tom DUMOULIN,NULL,NULL,Summer,2020,Japan,Tokyo 2020,34,1990
Men's Road Race,Man,SILVER,Netherlands,NL,Tom DUMOULIN,NULL,NULL,Summer,2020,Japan,Tokyo 2020,34,1990
Men's Individual Time Trial,Man,SILVER,Netherlands,NL,Tom DUMOULIN,NULL,NULL,Summer,2020,Japan,Tokyo 2020,34,1990
Men's Individual Time Trial,Man,SILVER,Netherlands,NL,Tom DUMOULIN,NULL,NULL,Summer,2020,Japan,Tokyo 2020,34,1990
Women's Parallel Giant Slalom,Woman,SILVER,Japan,JP,Tomoka TAKEUCHI,NULL,NULL,Winter,2022,China,Beijing 2022,41,1983
Men -68kg,Man,GOLD,Uzbekistan,UZ,Ulugbek RASHITOV,NULL,NULL,Summer,2020,Japan,Tokyo 2020,NULL,NULL
Women's Freestyle 53kg,Woman,BRONZE,Belarus,BY,Vanesa KALADZINSKAYA,NULL,NULL,Summer,2020,Japan,Tokyo 2020,32,1992
Eventing Individual,Not Stated,BRONZE,Germany,DE,Sandra AUFFARTH,56.5,POINTS,Summer,2020,Japan,Tokyo 2020,38,1986
Men's Parallel Giant Slalom,Man,SILVER,Republic of Korea,KR,Sangho LEE,NULL,NULL,Winter,2022,China,Beijing 2022,29,1995
Women -70 kg,Woman,BRONZE,Netherlands,NL,Sanne VAN DIJKE,NULL,NULL,Summer,2020,Japan,Tokyo 2020,29,1995
Women's +87kg,Woman,BRONZE,United States of America,US,Sarah ROBLES,282,WEIGHT,Summer,2020,Japan,Tokyo 2020,36,1988
Women's +87kg,Woman,BRONZE,United States of America,US,Sarah ROBLES,282,WEIGHT,Summer,2020,Japan,Tokyo 2020,36,1988
Women's Individual,Woman,BRONZE,Hungary,HU,Sarolta KOVACS,1368,POINTS,Summer,2020,Japan,Tokyo 2020,33,1991
Men's Kayak Single 200m,Man,GOLD,Spain,ES,Saul CRAVIOTTO,NULL,NULL,Summer,2020,Japan,Tokyo 2020,40,1984
Men's Kayak Single 200m,Man,SILVER,Spain,ES,Saul CRAVIOTTO,NULL,NULL,Summer,2020,Japan,Tokyo 2020,40,1984
Men's Kayak Single 200m,Man,BRONZE,Spain,ES,Saul CRAVIOTTO,NULL,NULL,Summer,2020,Japan,Tokyo 2020,40,1984
Men's Kayak Single 200m,Man,GOLD,Spain,ES,Saul CRAVIOTTO,NULL,NULL,Summer,2020,Japan,Tokyo 2020,40,1984
Women's Feather (54-57kg),Woman,GOLD,Japan,JP,Sena IRIE,NULL,NULL,Summer,2020,Japan,Tokyo 2020,24,2000
Men's Greco-Roman 60kg,Man,BRONZE,ROC,ROC,Sergey EMELIN,NULL,NULL,Summer,2020,Japan,Tokyo 2020,29,1995
Men's Ski Cross,Man,BRONZE,ROC,ROC,Sergey RIDZIK,NULL,NULL,Winter,2022,China,Beijing 2022,32,1992
Women's Sprint,Woman,BRONZE,"Hong Kong, China",HK,Wai Sze LEE,NULL,NULL,Summer,2020,Japan,Tokyo 2020,37,1987
Women's Keirin,Woman,BRONZE,"Hong Kong, China",HK,Wai Sze LEE,NULL,NULL,Summer,2020,Japan,Tokyo 2020,37,1987
Women's Keirin,Woman,BRONZE,"Hong Kong, China",HK,Wai Sze LEE,NULL,NULL,Summer,2020,Japan,Tokyo 2020,37,1987
Men's 1000m,Man,BRONZE,Japan,JP,Wataru MORISHIGE,01:09.4,TIME,Winter,2022,China,Beijing 2022,24,2000
Men's 500m,Man,BRONZE,Japan,JP,Wataru MORISHIGE,34490,TIME,Winter,2022,China,Beijing 2022,24,2000
Men's 81kg,Man,GOLD,People's Republic of China,CN,Xiaojun LYU,374,WEIGHT,Summer,2020,Japan,Tokyo 2020,40,1984
Men's Snowboard Slopestyle,Man,GOLD,People's Republic of China,CN,Yiming SU,86.8,POINTS,Winter,2022,China,Beijing 2022,20,2004
Men's Snowboard Slopestyle,Man,SILVER,People's Republic of China,CN,Yiming SU,86.8,POINTS,Winter,2022,China,Beijing 2022,20,2004
Men's Snowboard Big Air,Man,GOLD,People's Republic of China,CN,Yiming SU,62.75,POINTS,Winter,2022,China,Beijing 2022,20,2004
Men's Snowboard Big Air,Man,SILVER,People's Republic of China,CN,Yiming SU,62.75,POINTS,Winter,2022,China,Beijing 2022,20,2004
Women's 100m Breaststroke,Woman,SILVER,ROC,ROC,Yuliya EFIMOVA,01:06.2,TIME,Summer,2020,Japan,Tokyo 2020,32,1992
Women's 100m Breaststroke,Woman,SILVER,ROC,ROC,Yuliya EFIMOVA,01:06.2,TIME,Summer,2020,Japan,Tokyo 2020,32,1992
Men's Ski Cross,Man,BRONZE,ROC,ROC,Sergey RIDZIK,NULL,NULL,Winter,2022,China,Beijing 2022,32,1992
Men -81 kg,Man,BRONZE,Austria,AT,Shamil BORCHASHVILI,NULL,NULL,Summer,2020,Japan,Tokyo 2020,29,1995
Women's Keirin,Woman,GOLD,Netherlands,NL,Shanne BRASPENNINCX,NULL,NULL,Summer,2020,Japan,Tokyo 2020,33,1991
Women's Sprint,Woman,GOLD,Netherlands,NL,Shanne BRASPENNINCX,NULL,NULL,Summer,2020,Japan,Tokyo 2020,33,1991
Women's 10km,Woman,SILVER,Netherlands,NL,Sharon VAN ROUWENDAAL,59:32.2,TIME,Summer,2020,Japan,Tokyo 2020,31,1993
Women's 10km,Woman,GOLD,Netherlands,NL,Sharon VAN ROUWENDAAL,59:32.2,TIME,Summer,2020,Japan,Tokyo 2020,31,1993
Women's 200m,Woman,GOLD,Jamaica,JM,Shelly-Ann FRASER-PRYCE,22022,TIME,Summer,2020,Japan,Tokyo 2020,38,1986
Women's 200m,Woman,GOLD,Jamaica,JM,Shelly-Ann FRASER-PRYCE,22022,TIME,Summer,2020,Japan,Tokyo 2020,38,1986
Women's 200m,Woman,BRONZE,Jamaica,JM,Shelly-Ann FRASER-PRYCE,22022,TIME,Summer,2020,Japan,Tokyo 2020,38,1986
Women's 200m,Woman,SILVER,Jamaica,JM,Shelly-Ann FRASER-PRYCE,22022,TIME,Summer,2020,Japan,Tokyo 2020,38,1986
Women's 200m,Woman,SILVER,Jamaica,JM,Shelly-Ann FRASER-PRYCE,22022,TIME,Summer,2020,Japan,Tokyo 2020,38,1986
Women's 100m,Woman,GOLD,Jamaica,JM,Shelly-Ann FRASER-PRYCE,NULL,NULL,Summer,2020,Japan,Tokyo 2020,38,1986
Women's 100m,Woman,GOLD,Jamaica,JM,Shelly-Ann FRASER-PRYCE,NULL,NULL,Summer,2020,Japan,Tokyo 2020,38,1986
25m Rapid Fire Pistol Men,Not Stated,BRONZE,People's Republic of China,CN,Yuehong LI,NULL,NULL,Summer,2020,Japan,Tokyo 2020,35,1989
25m Rapid Fire Pistol Men,Not Stated,BRONZE,People's Republic of China,CN,Yuehong LI,NULL,NULL,Summer,2020,Japan,Tokyo 2020,35,1989
Women's Freestyle 62kg,Woman,GOLD,Japan,JP,Yukako KAWAI,NULL,NULL,Summer,2020,Japan,Tokyo 2020,27,1997
RS:X Women,Woman,GOLD,People's Republic of China,CN,Yunxiu LU,36,POINTS,Summer,2020,Japan,Tokyo 2020,28,1996
Men's 81kg,Man,SILVER,Dominican Republic,DO,Zacarias BONNAT MICHEL,367,WEIGHT,Summer,2020,Japan,Tokyo 2020,28,1996
Women's 49kg,Woman,GOLD,People's Republic of China,CN,Zhihui HOU,210,WEIGHT,Summer,2020,Japan,Tokyo 2020,27,1997
Men's 3m Springboard,Man,SILVER,People's Republic of China,CN,Zongyuan WANG,NULL,NULL,Summer,2020,Japan,Tokyo 2020,23,2001
Men's 3m Springboard,Man,GOLD,People's Republic of China,CN,Zongyuan WANG,NULL,NULL,Summer,2020,Japan,Tokyo 2020,23,2001
Women's 100m,Woman,BRONZE,Jamaica,JM,Shelly-Ann FRASER-PRYCE,NULL,NULL,Summer,2020,Japan,Tokyo 2020,38,1986
Women's 100m,Woman,SILVER,Jamaica,JM,Shelly-Ann FRASER-PRYCE,NULL,NULL,Summer,2020,Japan,Tokyo 2020,38,1986
Women's 100m,Woman,SILVER,Jamaica,JM,Shelly-Ann FRASER-PRYCE,NULL,NULL,Summer,2020,Japan,Tokyo 2020,38,1986
